,Player,matches,innings,No,Runs,HS,Average,BF,SR,100,50,4,6,season
1012,Morne Morkel,7,1,1,4,4,0.0,3,133.33,0,0,0,0,2015
1013,Chidhambaram Gautam,1,1,0,4,4,4.0,5,80.0,0,0,0,0,2015
1014,Nic Maddinson,1,1,0,4,4,4.0,7,57.14,0,0,1,0,2015
1015,Dhawal Kulkarni,11,2,0,4,3,2.0,11,36.36,0,0,0,0,2015
1016,Pravin Tambe,10,2,2,3,2,0.0,5,60.0,0,0,0,0,2015
1017,Parveez Rasool,2,1,1,2,2,0.0,2,100.0,0,0,0,0,2015
1018,Shahbaz Nadeem,4,1,0,2,2,2.0,7,28.57,0,0,0,0,2015
1019,Ronit More,2,1,1,2,2,0.0,2,100.0,0,0,0,0,2015
1020,Domnic Joseph,6,2,1,1,1,1.0,3,33.33,0,0,0,0,2015
1021,Ashish Nehra,16,4,3,1,1,1.0,7,14.28,0,0,0,0,2015
1022,Yuzvendra Chahal,15,2,2,1,1,0.0,1,100.0,0,0,0,0,2015
1023,Shreyas Gopal,1,1,1,1,1,0.0,1,100.0,0,0,0,0,2015
1024,Bipul Sharma,4,1,0,1,1,1.0,2,50.0,0,0,0,0,2015
1025,Juan Theron,1,1,1,1,1,0.0,1,100.0,0,0,0,0,2015
1026,Beuran Hendricks,4,2,2,1,1,0.0,2,50.0,0,0,0,0,2015
1027,Vinay Kumar,13,3,2,0,0,0.0,2,0.0,0,0,0,0,2015
1028,Sunil Narine,8,1,1,0,0,0.0,1,0.0,0,0,0,0,2015
1029,Pat Cummins,3,1,0,0,0,0.0,2,0.0,0,0,0,0,2015
1030,Rajat Bhatia,2,1,0,0,0,0.0,1,0.0,0,0,0,0,2015
1031,Sreenath Aravind,5,1,1,0,0,0.0,1,0.0,0,0,0,0,2015
1032,Virat Kohli,16,16,4,973,113,81.08,640,152.03,4,7,83,38,2016
1033,David Warner,17,17,3,848,93,60.57,560,151.42,0,9,88,31,2016
1034,AB de Villiers,16,16,3,687,129,52.84,407,168.79,1,6,57,37,2016
1035,Shikhar Dhawan,17,17,4,501,82,38.53,429,116.78,0,4,51,8,2016
1036,Gautam Gambhir,15,15,2,501,90,38.53,411,121.89,0,5,54,6,2016
1037,Rohit Sharma,14,14,3,489,85,44.45,368,132.88,0,5,49,16,2016
1038,Ajinkya Rahane,14,14,3,480,74,43.63,379,126.64,0,6,54,9,2016
1039,Murali Vijay,14,14,1,453,89,34.84,364,124.45,0,5,50,10,2016
1040,Quinton de Kock,13,13,1,445,108,37.08,327,136.08,1,3,52,13,2016
1041,Suresh Raina,15,15,1,399,75,28.5,312,127.88,0,3,39,10,2016
1042,KL Rahul,14,12,3,397,68,44.11,271,146.49,0,4,37,16,2016
1043,Robin Uthappa,15,15,0,394,72,26.26,289,136.33,0,3,45,8,2016
1044,Aaron Finch,13,12,2,393,74,39.3,299,131.43,0,5,45,11,2016
1045,Yusuf Pathan,15,13,8,361,63,72.2,248,145.56,0,3,33,13,2016
1046,Karun Nair,14,12,2,357,83,35.7,297,120.2,0,3,40,6,2016
1047,Brendon McCullum,16,16,0,354,60,22.12,262,135.11,0,1,38,16,2016
1048,Dinesh Karthik,16,15,2,335,53,25.76,266,125.93,0,3,38,3,2016
1049,Ambati Rayudu,13,12,1,334,65,30.36,278,120.14,0,2,28,12,2016
1050,Dwayne Smith,12,12,1,324,73,29.45,221,146.6,0,3,35,16,2016
1051,Sanju Samson,14,14,3,291,60,26.45,259,112.35,0,1,20,8,2016
1052,MS Dhoni,14,12,5,284,64,40.57,210,135.23,0,1,18,14,2016
1053,Steve Smith,8,7,1,270,101,45.0,176,153.4,1,0,27,8,2016
1054,Wriddhiman Saha,12,12,1,270,56,24.54,212,127.35,0,2,29,1,2016
1055,Jos Buttler,14,14,3,255,41,23.18,184,138.58,0,0,23,11,2016
1056,Manish Pandey,12,11,3,248,52,31.0,183,135.51,0,2,17,9,2016
1057,Krunal Pandya,12,9,3,237,86,39.5,124,191.12,0,1,22,13,2016
1058,Yuvraj Singh,10,10,1,236,44,26.22,179,131.84,0,0,22,13,2016
1059,Chris Gayle,10,10,0,227,76,22.7,150,151.33,0,2,17,21,2016
1060,Kieron Pollard,13,12,4,207,51,25.87,144,143.75,0,1,11,16,2016
1061,Faf du Plessis,6,6,0,206,69,34.33,162,127.16,0,2,17,9,2016
1062,Rishabh Pant,10,10,2,198,69,24.75,152,130.26,0,1,19,6,2016
1063,Chris Morris,12,7,4,195,82,65.0,109,178.89,0,1,15,12,2016
1064,JP Duminy,10,8,3,191,49,38.2,156,122.43,0,0,13,3,2016
1065,Ravindra Jadeja,15,15,6,191,36,21.22,178,107.3,0,0,14,4,2016
1066,Andre Russell,12,8,1,188,39,26.85,114,164.91,0,0,10,15,2016
1067,Moises Henriques,17,15,3,182,31,15.16,158,115.18,0,0,15,6,2016
1068,Suryakumar Yadav,15,11,4,182,60,26.0,143,127.27,0,1,18,5,2016
1069,Shane Watson,16,15,2,179,36,13.76,134,133.58,0,0,14,12,2016
1070,Glenn Maxwell,11,11,2,179,68,19.88,124,144.35,0,2,14,8,2016
1071,Parthiv Patel,10,10,0,177,81,17.7,152,116.44,0,1,23,4,2016
1072,Saurabh Tiwary,10,7,0,170,57,24.28,141,120.56,0,2,17,4,2016
1073,Manan Vohra,7,7,0,161,51,23.0,131,122.9,0,1,19,3,2016
1074,David Miller,14,13,3,161,31,16.1,131,122.9,0,0,11,4,2016
1075,Shaun Marsh,6,6,1,159,56,31.8,134,118.65,0,1,13,4,2016
1076,Hashim Amla,6,6,0,157,96,26.16,119,131.93,0,1,20,4,2016
1077,Thisara Perera,12,10,3,150,34,21.42,93,161.29,0,0,7,11,2016
1078,Marcus Stoinis,7,5,1,146,52,36.5,108,135.18,0,1,13,4,2016
1079,Deepak Hooda,17,15,1,144,34,10.28,121,119.0,0,0,9,5,2016
1080,Naman Ojha,17,13,3,136,37,13.6,138,98.55,0,0,7,5,2016
1081,Usman Khawaja,6,6,0,127,30,21.16,100,127.0,0,0,14,3,2016
1082,Kane Williamson,6,6,0,124,50,20.66,122,101.63,0,1,14,0,2016
1083,Eoin Morgan,7,6,1,123,51,24.6,105,117.14,0,1,8,4,2016
1084,Sachin Baby,11,6,1,119,33,23.8,79,150.63,0,0,9,5,2016
1085,Shakib Al Hasan,10,7,2,114,66,22.8,106,107.54,0,1,7,5,2016
1086,Gurkeerat Mann Singh,7,6,1,113,51,22.6,86,131.39,0,1,11,3,2016
1087,Axar Patel,14,10,3,111,36,15.85,77,144.15,0,0,4,8,2016
1088,Nitish Rana,4,3,0,104,70,34.66,75,138.66,0,1,7,8,2016
1089,Dwayne Bravo,15,13,5,99,22,12.37,82,120.73,0,0,11,1,2016
1090,Harbhajan Singh,14,7,4,92,45,30.66,84,109.52,0,0,11,2,2016
1091,Sam Billings,5,4,0,88,54,22.0,64,137.5,0,1,4,4,2016
1092,George Bailey,6,5,1,84,34,21.0,98,85.71,0,0,9,2,2016
1093,Carlos Brathwaite,8,6,0,83,34,13.83,38,218.42,0,0,6,8,2016
1094,James Faulkner,7,5,2,77,32,25.66,59,130.5,0,0,7,0,2016
1095,Kevin Pietersen,4,4,2,73,37,36.5,61,119.67,0,0,4,3,2016
1096,Sarfaraz Khan,5,4,2,66,35,33.0,31,212.9,0,0,7,4,2016
1097,Ben Cutting,4,4,2,65,39,32.5,34,191.17,0,0,4,6,2016
1098,Stuart Binny,14,6,3,63,21,21.0,39,161.53,0,0,5,4,2016
1099,Pawan Negi,8,6,4,57,19,28.5,59,96.61,0,0,2,3,2016
1100,Martin Guptill,3,3,0,57,48,19.0,55,103.63,0,0,3,3,2016
1101,Travis Head,3,3,1,54,37,27.0,40,135.0,0,0,3,2,2016
1102,Bipul Sharma,7,4,2,51,27,25.5,25,204.0,0,0,1,5,2016
1103,Ashish Reddy,4,3,1,47,32,23.5,29,162.06,0,0,2,4,2016
1104,Hardik Pandya,11,9,2,44,9,6.28,63,69.84,0,0,4,0,2016
1105,Bhuvneshwar Kumar,17,8,2,43,21,7.16,27,159.25,0,0,6,1,2016
1106,Kedar Jadhav,4,3,3,42,25,0.0,32,131.25,0,0,2,2,2016
1107,Ishan Kishan,5,5,0,42,27,8.4,41,102.43,0,0,5,0,2016
1108,Ravichandran Ashwin,14,6,4,41,29,20.5,38,107.89,0,0,3,1,2016
1109,Iqbal Abdulla,8,2,2,37,33,0.0,27,137.03,0,0,4,1,2016
1110,Karn Sharma,5,3,3,36,26,0.0,30,120.0,0,0,3,1,2016
1111,Rajat Bhatia,10,6,5,34,21,34.0,20,170.0,0,0,1,2,2016
1112,Mitchell McClenaghan,14,5,2,34,20,11.33,23,147.82,0,0,2,3,2016
1113,Mohit Sharma,14,6,2,32,15,8.0,26,123.07,0,0,3,1,2016
1114,Colin Munro,4,3,0,30,16,10.0,30,100.0,0,0,3,0,2016
1115,Tim Southee,11,4,1,30,25,10.0,19,157.89,0,0,1,2,2016
1116,Shreyas Iyer,6,6,0,30,19,5.0,43,69.76,0,0,2,1,2016
1117,Praveen Kumar,16,7,3,28,15,7.0,27,103.7,0,0,4,0,2016
1118,Mayank Agarwal,3,3,0,27,10,9.0,25,108.0,0,0,3,1,2016
1119,Piyush Chawla,12,3,0,27,11,9.0,26,103.84,0,0,4,0,2016
1120,Chris Lynn,2,2,1,25,15,25.0,22,113.63,0,0,0,1,2016
1121,Eklavya Dwivedi,4,2,0,24,19,12.0,14,171.42,0,0,2,2,2016
1122,Rajagopal Sathish,4,3,0,24,10,8.0,24,100.0,0,0,1,1,2016
1123,Dhawal Kulkarni,14,5,3,23,6,11.5,15,153.33,0,0,2,0,2016
1124,Nikhil Naik,2,2,0,23,22,11.5,31,74.19,0,0,1,0,2016
1125,Jason Holder,4,4,0,22,13,5.5,19,115.78,0,0,2,1,2016
1126,Akshdeep Nath,4,3,0,20,12,6.66,27,74.07,0,0,1,0,2016
1127,Pradeep Sahu,5,2,1,19,18,19.0,13,146.15,0,0,1,1,2016
1128,Albie Morkel,2,1,0,16,16,16.0,9,177.77,0,0,0,2,2016
1129,Rishi Dhawan,2,2,2,14,11,0.0,6,233.33,0,0,0,1,2016
1130,Farhaan Behardien,3,3,1,14,9,7.0,13,107.69,0,0,2,0,2016
1131,Vinay Kumar,3,2,1,13,12,13.0,12,108.33,0,0,0,1,2016
1132,Kyle Abbott,5,3,2,13,12,13.0,8,162.5,0,0,0,1,2016
1133,KC Cariappa,5,2,1,13,12,13.0,11,118.18,0,0,0,1,2016
1134,Irfan Pathan,4,3,0,11,7,3.66,13,84.61,0,0,0,0,2016
1135,Parveez Rasool,4,1,0,10,10,10.0,9,111.11,0,0,1,0,2016
1136,Nathan Coulter-Nile,4,2,2,9,7,0.0,14,64.28,0,0,1,0,2016
1137,Umesh Yadav,9,2,1,9,7,9.0,5,180.0,0,0,0,1,2016
1138,Jasprit Bumrah,14,2,1,8,6,8.0,11,72.72,0,0,1,0,2016
1139,Lendl Simmons,1,1,0,8,8,8.0,8,100.0,0,0,0,1,2016
1140,Aditya Tare,3,2,0,8,8,4.0,15,53.33,0,0,1,0,2016
1141,Sandeep Sharma,14,4,4,8,5,0.0,9,88.88,0,0,0,0,2016
1142,Mitchell Marsh,3,1,0,7,7,7.0,11,63.63,0,0,0,0,2016
1143,Pravin Tambe,7,1,1,7,7,0.0,19,36.84,0,0,1,0,2016
1144,Sunil Narine,11,4,3,7,4,7.0,13,53.84,0,0,0,0,2016
1145,Jayant Yadav,5,2,0,6,5,3.0,10,60.0,0,0,0,0,2016
1146,Peter Handscomb,2,1,0,6,6,6.0,12,50.0,0,0,0,0,2016
1147,Zaheer Khan,12,2,0,6,4,3.0,13,46.15,0,0,1,0,2016
1148,David Wiese,1,1,1,5,5,0.0,4,125.0,0,0,0,0,2016
1149,Imran Tahir,4,1,0,5,5,5.0,7,71.42,0,0,1,0,2016
1150,Mitchell Johnson,3,3,1,5,4,2.5,14,35.71,0,0,0,0,2016
1151,Barinder Sran,14,4,4,4,2,0.0,4,100.0,0,0,0,0,2016
1152,Amit Mishra,14,2,0,4,3,2.0,14,28.57,0,0,0,0,2016
1153,Ankit Sharma,3,1,1,3,3,0.0,3,100.0,0,0,0,0,2016
1154,Chris Jordan,9,1,0,3,3,3.0,4,75.0,0,0,0,0,2016
1155,Shreyas Gopal,1,1,0,2,2,2.0,16,12.5,0,0,0,0,2016
1156,Mohammad Shami,8,2,2,2,2,0.0,4,50.0,0,0,0,0,2016
1157,Ashish Nehra,8,2,2,1,1,0.0,1,100.0,0,0,0,0,2016
1158,Shadab Jakati,6,1,1,1,1,0.0,2,50.0,0,0,0,0,2016
1159,Morne Morkel,10,2,2,1,1,0.0,1,100.0,0,0,0,0,2016
1160,Kane Richardson,4,1,1,1,1,0.0,1,100.0,0,0,0,0,2016
1161,David Warner,14,14,3,641,126,58.27,452,141.81,1,4,63,26,2017
1162,Gautam Gambhir,16,16,4,498,76,41.5,389,128.02,0,4,61,7,2017
1163,Shikhar Dhawan,14,14,1,479,77,36.84,376,127.39,0,3,53,9,2017
1164,Steve Smith,15,15,3,472,84,39.33,387,121.96,0,3,38,12,2017
1165,Suresh Raina,14,14,3,442,84,40.18,307,143.97,0,3,42,13,2017
1166,Hashim Amla,10,10,3,420,104,60.0,288,145.83,2,2,40,17,2017
1167,Manish Pandey,14,13,5,396,81,49.5,308,128.57,0,2,28,12,2017
1168,Parthiv Patel,16,16,0,395,70,24.68,293,134.81,0,2,49,8,2017
1169,Rahul Tripathi,14,14,0,391,93,27.92,267,146.44,0,2,43,17,2017
1170,Robin Uthappa,14,13,0,388,87,29.84,235,165.1,0,5,36,21,2017
1171,Sanju Samson,14,14,0,386,102,27.57,273,141.39,1,2,32,19,2017
1172,Kieron Pollard,17,16,3,385,70,29.61,276,139.49,0,3,26,22,2017
1173,Ajinkya Rahane,16,16,1,382,60,25.46,323,118.26,0,2,35,9,2017
1174,Rishabh Pant,14,14,0,366,97,26.14,221,165.61,0,2,28,24,2017
1175,Dinesh Karthik,14,13,3,361,65,36.1,259,139.38,0,2,30,11,2017
1176,Shreyas Iyer,12,12,2,338,96,33.8,243,139.09,0,2,36,10,2017
1177,Rohit Sharma,17,16,2,333,67,23.78,273,121.97,0,3,31,9,2017
1178,Nitish Rana,13,12,1,333,62,30.27,264,126.13,0,3,24,17,2017
1179,Manoj Tiwary,15,13,3,324,60,32.4,236,137.28,0,2,31,11,2017
1180,Brendon McCullum,11,11,0,319,72,29.0,217,147.0,0,2,29,18,2017
1181,Ben Stokes,12,11,1,316,103,31.6,221,142.98,1,1,22,15,2017
1182,Glenn Maxwell,14,13,3,310,47,31.0,179,173.18,0,0,19,26,2017
1183,Virat Kohli,10,10,0,308,64,30.8,252,122.22,0,4,23,11,2017
1184,Aaron Finch,13,13,1,299,72,24.91,180,166.11,0,2,25,19,2017
1185,Chris Lynn,7,7,1,295,93,49.16,163,180.98,0,3,25,19,2017
1186,MS Dhoni,16,15,4,290,61,26.36,250,116.0,0,1,15,16,2017
1187,Karun Nair,14,13,0,281,64,21.61,226,124.33,0,1,39,6,2017
1188,Moises Henriques,12,11,5,277,55,46.16,203,136.45,0,3,28,4,2017
1189,Ishan Kishan,11,10,0,277,61,27.7,206,134.46,0,1,29,13,2017
1190,Jos Buttler,10,10,0,272,77,27.2,177,153.67,0,1,27,15,2017
1191,Kedar Jadhav,13,13,1,267,69,22.25,186,143.54,0,1,25,10,2017
1192,Shaun Marsh,9,8,0,264,84,33.0,194,136.08,0,2,36,5,2017
1193,Kane Williamson,7,7,1,256,89,42.66,169,151.47,0,2,20,10,2017
1194,Yuvraj Singh,12,11,2,252,70,28.0,177,142.37,0,2,30,8,2017
1195,Hardik Pandya,17,16,9,250,35,35.71,160,156.25,0,0,11,20,2017
1196,Krunal Pandya,13,11,4,243,47,34.71,179,135.75,0,0,24,7,2017
1197,Dwayne Smith,12,12,1,239,74,21.72,156,153.2,0,2,32,8,2017
1198,Wriddhiman Saha,14,11,1,234,93,23.4,187,125.13,0,1,20,8,2017
1199,Manan Vohra,11,9,0,229,95,25.44,159,144.02,0,1,23,9,2017
1200,Axar Patel,14,13,5,227,44,28.37,162,140.12,0,0,11,11,2017
1201,Sunil Narine,16,14,1,224,54,17.23,130,172.3,0,1,34,10,2017
1202,AB de Villiers,9,9,1,216,89,27.0,163,132.51,0,1,12,16,2017
1203,Chris Gayle,9,9,0,200,77,22.22,163,122.69,0,1,15,14,2017
1204,Mandeep Singh,11,10,0,188,52,18.8,177,106.21,0,1,21,4,2017
1205,Ravindra Jadeja,12,10,6,158,28,39.5,113,139.82,0,0,13,4,2017
1206,Chris Morris,9,9,4,154,52,30.8,94,163.82,0,1,15,6,2017
1207,Travis Head,7,7,2,151,75,30.2,108,139.81,0,1,9,6,2017
1208,Pawan Negi,12,10,2,144,35,18.0,111,129.72,0,0,10,7,2017
1209,Yusuf Pathan,15,11,3,143,59,17.87,115,124.34,0,1,9,6,2017
1210,Corey Anderson,11,11,4,142,41,20.28,123,115.44,0,0,8,9,2017
1211,Sam Billings,6,6,0,138,55,23.0,104,132.69,0,1,19,1,2017
1212,Lendl Simmons,7,7,0,137,66,19.57,112,122.32,0,2,10,8,2017
1213,Martin Guptill,7,7,1,132,50,22.0,88,150.0,0,1,17,5,2017
1214,Colin de Grandhomme,12,9,1,126,36,15.75,92,136.95,0,0,10,6,2017
1215,Suryakumar Yadav,10,7,1,105,31,17.5,88,119.31,0,0,8,3,2017
1216,Vijay Shankar,4,4,2,101,63,50.5,75,134.66,0,1,12,1,2017
1217,Ambati Rayudu,5,5,0,91,63,18.2,78,116.66,0,1,7,3,2017
1218,David Miller,5,4,1,83,30,27.66,80,103.75,0,0,4,4,2017
1219,Naman Ojha,14,5,1,79,34,19.75,65,121.53,0,0,2,3,2017
1220,Dan Christian,13,9,4,79,17,15.8,49,161.22,0,0,5,5,2017
1221,Deepak Hooda,10,6,3,78,19,26.0,52,150.0,0,0,5,4,2017
1222,Stuart Binny,8,7,2,78,18,15.6,76,102.63,0,0,6,3,2017
1223,Pat Cummins,12,9,4,77,24,15.4,53,145.28,0,0,5,4,2017
1224,Shane Watson,8,7,1,71,24,11.83,78,91.02,0,0,6,1,2017
1225,Eoin Morgan,4,4,0,65,26,16.25,62,104.83,0,0,6,2,2017
1226,Jason Roy,3,3,1,59,31,29.5,40,147.5,0,0,9,1,2017
1227,Kagiso Rabada,6,3,0,55,44,18.33,64,85.93,0,0,5,1,2017
1228,James Faulkner,8,6,2,54,21,13.5,57,94.73,0,0,4,0,2017
1229,Andrew Tye,6,3,1,53,25,26.5,30,176.66,0,0,4,3,2017
1230,Saurabh Tiwary,1,1,0,52,52,52.0,43,120.93,0,1,9,0,2017
1231,Ben Cutting,4,3,1,51,20,25.5,26,196.15,0,0,5,3,2017
1232,Mohit Sharma,14,7,1,51,13,8.5,50,102.0,0,0,3,1,2017
1233,Amit Mishra,14,6,5,49,13,49.0,52,94.23,0,0,2,2,2017
1234,Karn Sharma,9,6,0,49,19,8.16,41,119.51,0,0,5,2,2017
1235,Chris Woakes,13,7,3,46,18,11.5,47,97.87,0,0,4,1,2017
1236,Sheldon Jackson,4,3,1,38,16,19.0,31,122.58,0,0,5,0,2017
1237,Mohammad Shami,8,6,2,36,21,9.0,24,150.0,0,0,4,2,2017
1238,Ishank Jaggi,2,2,1,33,28,33.0,39,84.61,0,0,3,0,2017
1239,Sreenath Aravind,10,8,4,32,9,8.0,40,80.0,0,0,2,0,2017
1240,Angelo Mathews,3,2,0,32,31,16.0,27,118.51,0,0,2,1,2017
1241,Bipul Sharma,7,3,2,31,21,31.0,24,129.16,0,0,2,1,2017
1242,Marlon Samuels,5,4,0,29,27,7.25,31,93.54,0,0,1,2,2017
1243,Basil Thampi,12,5,5,28,13,0.0,28,100.0,0,0,1,1,2017
1244,Mayank Agarwal,3,3,0,26,20,8.66,27,96.29,0,0,3,0,2017
1245,Aniket Choudhary,5,3,2,25,15,25.0,20,125.0,0,0,1,1,2017
1246,Ankit Sharma,1,1,0,25,25,25.0,15,166.66,0,0,2,1,2017
1247,Kuldeep Yadav,12,2,0,20,16,10.0,22,90.9,0,0,2,0,2017
1248,Mitchell Johnson,5,3,3,20,13,0.0,17,117.64,0,0,1,1,2017
1249,Vishnu Vinod,3,3,0,19,9,6.33,26,73.07,0,0,1,1,2017
1250,Rahul Tewatia,3,2,1,19,15,19.0,11,172.72,0,0,4,0,2017
1251,Aditya Tare,3,3,0,18,18,6.0,23,78.26,0,0,3,0,2017
1252,Marcus Stoinis,5,3,0,17,9,5.66,24,70.83,0,0,1,0,2017
1253,Mitchell McClenaghan,14,7,3,16,12,4.0,15,106.66,0,0,0,1,2017
1254,Harbhajan Singh,11,7,5,16,7,8.0,16,100.0,0,0,0,1,2017
1255,Jasprit Bumrah,16,2,1,16,16,16.0,12,133.33,0,0,0,1,2017
1256,Rajat Bhatia,3,2,1,16,16,16.0,17,94.11,0,0,0,1,2017
1257,Sachin Baby,3,3,0,15,12,5.0,15,100.0,0,0,2,0,2017
1258,Anureet Singh,1,1,0,15,15,15.0,12,125.0,0,0,2,0,2017
1259,Deepak Chahar,3,1,0,14,14,14.0,6,233.33,0,0,0,2,2017
1260,Nathan Coulter-Nile,8,3,0,14,6,4.66,12,116.66,0,0,0,2,2017
1261,Yuzvendra Chahal,13,6,3,13,4,4.33,26,50.0,0,0,0,0,2017
1262,Samuel Badree,7,5,0,13,8,2.6,23,56.52,0,0,0,0,2017
1263,Carlos Brathwaite,2,2,0,12,11,6.0,15,80.0,0,0,2,0,2017
1264,Ankit Bawne,1,1,1,12,12,0.0,12,100.0,0,0,1,0,2017
1265,Swapnil Singh,4,2,0,12,10,6.0,19,63.15,0,0,0,0,2017
1266,Rashid Khan,14,3,1,11,6,5.5,9,122.22,0,0,0,1,2017
1267,Umesh Yadav,14,4,4,10,4,0.0,13,76.92,0,0,0,0,2017
1268,Washington Sundar,11,5,4,9,5,9.0,12,75.0,0,0,0,0,2017
1269,Tymal Mills,5,3,0,8,6,2.66,11,72.72,0,0,0,1,2017
1270,Praveen Kumar,6,2,1,8,7,8.0,9,88.88,0,0,0,0,2017
1271,Faf du Plessis,2,1,0,8,8,8.0,7,114.28,0,0,1,0,2017
1272,Ishant Sharma,6,3,1,8,5,4.0,12,66.66,0,0,1,0,2017
1273,Tim Southee,3,1,0,7,7,7.0,3,233.33,0,0,0,1,2017
1274,Adam Milne,4,3,1,7,5,3.5,12,58.33,0,0,0,0,2017
1275,Lasith Malinga,12,2,2,7,7,0.0,3,233.33,0,0,0,1,2017
1276,Ankit Soni,7,3,1,7,7,3.5,9,77.77,0,0,0,1,2017
1277,Sandeep Sharma,13,4,4,7,5,0.0,6,116.66,0,0,0,0,2017
1278,Ashok Dinda,3,1,0,7,7,7.0,7,100.0,0,0,1,0,2017
1279,Darren Bravo,1,1,1,6,6,0.0,5,120.0,0,0,1,0,2017
1280,Iqbal Abdulla,2,1,1,5,5,0.0,7,71.42,0,0,0,0,2017
1281,Adam Zampa,6,1,0,5,5,5.0,7,71.42,0,0,1,0,2017
1282,Trent Boult,6,1,1,5,5,0.0,8,62.5,0,0,0,0,2017
1283,Zaheer Khan,11,3,2,4,2,4.0,13,30.76,0,0,0,0,2017
1284,Bhuvneshwar Kumar,14,2,1,4,4,4.0,4,100.0,0,0,0,0,2017
1285,Varun Aaron,6,2,1,4,4,4.0,10,40.0,0,0,0,0,2017
1286,Ankit Rajpoot,5,1,0,4,4,4.0,7,57.14,0,0,1,0,2017
1287,Rahul Chahar,3,1,1,3,3,0.0,2,150.0,0,0,0,0,2017
1288,Shahbaz Nadeem,7,4,1,2,2,0.66,9,22.22,0,0,0,0,2017
1289,KC Cariappa,4,2,0,2,1,1.0,7,28.57,0,0,0,0,2017
1290,David Warner,12,12,2,692,100,69.2,481,143.86,1,8,57,21,2019
1291,KL Rahul,14,14,3,593,100,53.9,438,135.38,1,6,49,25,2019
1292,Quinton de Kock,16,16,1,529,81,35.26,398,132.91,0,4,45,25,2019
1293,Shikhar Dhawan,16,16,1,521,97,34.73,384,135.67,0,5,64,11,2019
1294,Andre Russell,14,13,4,510,80,56.66,249,204.81,0,4,31,52,2019
1295,Chris Gayle,13,13,1,490,99,40.83,319,153.6,0,4,45,34,2019
1296,Rishabh Pant,16,16,3,488,78,37.53,300,162.66,0,3,37,27,2019
1297,Virat Kohli,14,14,0,464,100,33.14,328,141.46,1,2,46,13,2019
1298,Shreyas Iyer,16,16,1,463,67,30.86,386,119.94,0,3,41,14,2019
1299,Jonny Bairstow,10,10,2,445,114,55.62,283,157.24,1,2,48,18,2019
1300,AB de Villiers,13,13,3,442,82,44.2,287,154.0,0,5,31,26,2019
1301,Suryakumar Yadav,16,15,2,424,71,32.61,324,130.86,0,2,45,10,2019
1302,MS Dhoni,15,12,7,416,84,83.2,309,134.62,0,3,22,23,2019
1303,Chris Lynn,13,13,0,405,82,31.15,290,139.65,0,4,41,22,2019
1304,Rohit Sharma,15,15,1,405,67,28.92,315,128.57,0,2,52,10,2019
1305,Hardik Pandya,16,15,6,402,91,44.66,210,191.42,0,1,28,29,2019
1306,Shane Watson,17,17,0,398,96,23.41,312,127.56,0,3,42,20,2019
1307,Faf du Plessis,12,12,1,396,96,36.0,321,123.36,0,3,36,15,2019
1308,Ajinkya Rahane,14,13,1,393,105,32.75,285,137.89,1,1,45,9,2019
1309,Suresh Raina,17,17,1,383,59,23.93,314,121.97,0,3,45,9,2019
1310,Parthiv Patel,14,14,0,373,67,26.64,268,139.17,0,2,48,10,2019
1311,Prithvi Shaw,16,16,0,353,99,22.06,264,133.71,0,2,45,9,2019
1312,Manish Pandey,12,11,3,344,83,43.0,263,130.79,0,3,34,6,2019
1313,Nitish Rana,14,11,1,344,85,34.4,235,146.38,0,3,27,21,2019
1314,Sanju Samson,12,12,2,342,102,34.2,230,148.69,1,0,28,13,2019
1315,Mayank Agarwal,13,13,0,332,58,25.53,234,141.88,0,2,26,14,2019
1316,Steve Smith,12,10,2,319,73,39.87,275,116.0,0,3,30,4,2019
1317,Jos Buttler,8,8,0,311,89,38.87,205,151.7,0,3,38,14,2019
1318,Shubman Gill,14,13,4,296,76,32.88,238,124.36,0,3,21,10,2019
1319,Ambati Rayudu,17,17,5,282,57,23.5,303,93.06,0,1,20,7,2019
1320,Robin Uthappa,12,11,2,282,67,31.33,245,115.1,0,1,28,10,2019
1321,Kieron Pollard,16,14,6,279,83,34.87,178,156.74,0,1,14,22,2019
1322,Dinesh Karthik,14,13,5,253,97,31.62,173,146.24,0,2,22,14,2019
1323,Vijay Shankar,15,14,2,244,40,20.33,193,126.42,0,0,11,12,2019
1324,Moeen Ali,11,10,2,220,66,27.5,133,165.41,0,2,16,17,2019
1325,David Miller,10,10,2,213,59,26.62,164,129.87,0,1,19,7,2019
1326,Marcus Stoinis,10,10,6,211,46,52.75,156,135.25,0,0,14,10,2019
1327,Colin Ingram,12,12,2,184,47,18.4,154,119.48,0,0,20,5,2019
1328,Krunal Pandya,16,15,4,183,42,16.63,150,122.0,0,0,18,5,2019
1329,Sarfaraz Khan,8,5,1,180,67,45.0,143,125.87,0,1,19,4,2019
1330,Nicholas Pooran,7,6,0,168,48,28.0,107,157.0,0,0,10,14,2019
1331,Mandeep Singh,13,12,8,165,33,41.25,120,137.5,0,0,10,4,2019
1332,Kedar Jadhav,14,12,3,162,58,18.0,169,95.85,0,1,19,3,2019
1333,Riyan Parag,7,5,0,160,50,32.0,126,126.98,0,1,17,5,2019
1334,Kane Williamson,9,9,2,156,70,22.28,130,120.0,0,1,12,5,2019
1335,Sunil Narine,12,9,1,143,47,17.87,86,166.27,0,0,17,9,2019
1336,Rahul Tripathi,8,7,1,141,50,23.5,118,119.49,0,1,13,2,2019
